	featureCounts on dataset 196 and 292: Counts	featureCounts on dataset 196 and 296: Counts	featureCounts on dataset 196 and 300: Counts	featureCounts on dataset 196 and 304: Counts	featureCounts on dataset 196 and 290: Counts	featureCounts on dataset 196 and 294: Counts	featureCounts on dataset 196 and 298: Counts	featureCounts on dataset 196 and 302: Counts
ENSG00000289159.2	0	5.81961589622304	0	0	0.83664036710238	0.930411886697632	2.99933929788538	1.12648201134673
ENSG00000083067.26	35.6385555682867	22.3085276021883	23.424819780342	44.5533599839249	10.0396844052286	13.0257664137669	13.4970268404842	21.403158215588
ENSG00000272232.2	0	0	0	0	0	0	0	0
ENSG00000232086.1	0.685356837851668	0.969935982703841	0	0	0	0	0	0
ENSG00000223966.1	0	0	0	0	0	0	0	0
ENSG00000207935.3	0	0	0	0	0	0	0	0
ENSG00000224437.2	11.6510662434784	8.72942384433456	1.1712409890171	2.97022399892833	27.6091321143785	22.3298852807432	14.9966964894269	14.6442661475075
ENSG00000289163.1	0	0	0	0	0	0	0	0
ENSG00000229814.1	1.37071367570334	0.969935982703841	2.3424819780342	0	0.83664036710238	0.930411886697632	0	0
ENSG00000135048.14	966.353141370852	1165.86305121002	865.547090883638	1237.5933328868	2162.71534895965	1510.98890399695	1361.70004123996	1868.83365682423
ENSG00000271166.1	0	0	0	0	0	0	0	0
ENSG00000107362.14	348.846630466499	316.199130361452	283.440319342138	307.913221222237	485.25141291938	354.486928831798	619.363565013332	404.407042073478
ENSG00000200922.1	0	0	0	0	0	0	0	0
ENSG00000155621.15	272.086664627112	261.882715330037	301.008934177395	279.201055899263	182.387600028319	255.863268841849	223.450777692461	252.331970541669
ENSG00000236060.2	6.85356837851668	2.90980794811152	10.5411689011539	1.98014933261888	0	2.7912356600929	14.9966964894269	5.63241005673367
ENSG00000204669.11	0	0	0	0.990074666309442	0	0	0	0
ENSG00000286823.1	0	0	0	0	0	0	0	0
ENSG00000224820.2	0	0	0	0	0	0	0	0
ENSG00000119125.17	3.42678418925834	0	2.3424819780342	3.96029866523777	0	0	0	2.25296402269347
ENSG00000235523.1	0	0	0	0	0	0	0	0
ENSG00000233933.2	0	0	0	0	0	0	0	1.12648201134673
ENSG00000252428.1	0	0	0	0	0	0	0	0
ENSG00000225434.5	23.3021324869567	14.5490397405576	36.3084706595301	69.305226641661	51.8717027603476	52.1030656550674	35.9920715746246	113.77468314602
ENSG00000107372.13	3201.30178960514	3005.8316103992	3141.26833254387	2970.22399892833	3492.97353265244	3161.53959099855	4023.61366811324	4911.46156947176
ENSG00000288865.1	2.74142735140667	0	0	0	0	0.930411886697632	1.49966964894269	2.25296402269347
ENSG00000230003.2	0	0	0	0	0	0.930411886697632	0	0
ENSG00000225947.1	0	0	0	0	0	0	0	0
ENSG00000165091.18	1.37071367570334	2.90980794811152	7.02744593410261	26.7320159903549	5.01984220261428	3.72164754679053	25.4943840320258	81.1067048169649
ENSG00000289993.1	0.685356837851668	0	0	0.990074666309442	17.56944770915	0	0	6.75889206808041
ENSG00000236862.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000229753.1	0	0	0	0	0	0	0	0
ENSG00000236849.6	6.85356837851668	2.90980794811152	7.02744593410261	5.94044799785665	0	0	0	2.25296402269347
ENSG00000165092.13	3130.71003530642	2643.07555286797	1630.3674567118	3194.97094818057	543.816238616547	1463.53789777538	1700.62538190101	1199.70334208427
ENSG00000228024.1	0	0	0	0	0	0	0	0
ENSG00000135046.14	7200.35893846963	12428.759682367	13935.4252873255	6979.03632281526	1812.16303514375	5333.12093455083	11470.9731447627	3537.15351562875
ENSG00000221844.2	0	0	0	0	0	0	0	0
ENSG00000286840.1	0	0	0	0	0	0	0	0
ENSG00000232590.1	0	0	0	0	0	0	0	0
ENSG00000236701.3	0	0	0	0	0	0	0	0
ENSG00000212454.1	0	0	0	0	0	0	0	0
ENSG00000223368.2	0	0	0	0	0	0	0	0
ENSG00000227809.2	0	0	0	0	0	0	0	0
ENSG00000224825.2	1.37071367570334	0	1.1712409890171	0	0	0	0	4.50592804538694
ENSG00000198963.11	22.6167756491051	18.428783671373	125.32278582483	33.662538654521	4.1832018355119	25.1211209408361	16.4963661383696	52.9446545332965
ENSG00000286944.1	0	0	0	0	0	0	0	0
ENSG00000119121.22	91.8378162721235	16.4889117059653	77.3019052751287	99.0074666309442	0	47.4510062215792	17.9960357873123	32.6679783290553
ENSG00000202217.1	0	0	0	0	0	0	0	0
ENSG00000270954.1	0	0	0	0	0	0	0	0
ENSG00000252758.1	0	0	0	0	0	0	0	0
ENSG00000224297.2	0	0	0	0	0	0	0	0
ENSG00000135045.7	228.223827004606	189.137516627249	223.707028902266	213.85612792284	218.363135813721	320.061689023985	263.941858213914	155.454517565849
ENSG00000203321.2	4.11214102711001	4.8496799135192	1.1712409890171	3.96029866523777	2.50992110130714	7.44329509358106	4.49900894682808	5.63241005673367
ENSG00000156017.13	339.251634736576	440.350936147544	450.927780771584	445.533599839249	489.434614754892	427.989467880911	503.889002044745	551.9761855599
ENSG00000229587.2	0.685356837851668	0.969935982703841	3.5137229670513	0.990074666309442	0	2.7912356600929	1.49966964894269	1.12648201134673
ENSG00000278040.1	0	0	0	1.98014933261888	0	0	0	0
ENSG00000106733.21	610.652942525836	553.833446123893	573.90808461838	553.451738466978	250.155469763612	597.32443125988	572.873805896108	718.695523239217
ENSG00000134996.12	617.506510904353	774.978850180369	899.513079565134	831.662719699931	838.313647836585	1509.12808022356	1318.20962142063	1066.77846474536
ENSG00000200041.1	0	0	0	3.96029866523777	0	0	0	0
ENSG00000212316.1	0	0	0	0	0	0	0	0
ENSG00000235707.2	0	0	0	0	0	0	0	0
ENSG00000236376.1	0	0	0	0	0	0.930411886697632	0	0
ENSG00000234644.2	0	0	0	0	0	0.930411886697632	0	0
ENSG00000099139.14	287.164515059849	217.26566012566	397.050695276797	351.476506539852	208.323451408493	226.090088467525	187.458706117837	237.687704394161
ENSG00000231137.1	0	0	0	0	0	0	0	0
ENSG00000135002.12	552.397611308445	511.156262884924	627.785170113166	601.965397116141	693.574864327873	743.399097471408	965.787253919094	526.067099298925
ENSG00000234618.1	13.7071367570334	12.6091677751499	16.3973738462394	7.92059733047554	6.69312293681904	3.72164754679053	10.4976875425988	4.50592804538694
ENSG00000187210.14	216.572760761127	411.252856666428	342.002368792994	270.290383902478	503.657500995633	640.123378047971	511.387350289458	295.138286972844
ENSG00000233814.1	0	0	0	0	0	0	0	0
ENSG00000219149.4	0	0	0	0	0	0	0	0
ENSG00000106772.19	128.161728678262	108.63283006283	339.659886814959	252.469039908908	43.5052990893238	178.639082245945	334.42633171422	122.786539236794
ENSG00000225937.3	0	0	0	0	0	0.930411886697632	0	1.12648201134673
ENSG00000274326.1	0	0	0	0	0	0	0	0
ENSG00000277320.1	0	0	0	0	0	0	0	0
ENSG00000286332.1	0	0	0	0	0	0	0	0
ENSG00000230335.1	0	0	0	0	0	0	0	0
ENSG00000236604.1	0	0	0	0	0	0	0	0
ENSG00000229857.1	0	0	0	0	0	0	0	0
ENSG00000204612.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000232851.3	0	0	0	0	0	0	0	0
ENSG00000233526.1	0	0	0	0	0	0	0	0
ENSG00000232998.3	0	0	0	0	0	0.930411886697632	0	0
ENSG00000197969.14	1280.93192994477	1221.14940222414	903.026802532185	1280.16654353811	913.611280875799	1163.01485837204	995.780646897948	811.067048169649
ENSG00000156049.7	98.6913846506402	100.873342201199	86.6718331872655	133.660079951775	7.52976330392142	71.6417152757177	449.900894682808	112.648201134673
ENSG00000231373.1	0	0	0	0	0	0	0	0
ENSG00000228248.1	0	0	0	0	0	0	0	0
ENSG00000201711.1	0	0	0	0	0	0	0	0
ENSG00000156052.11	2073.88979133915	1984.48902061206	1911.46529407591	2171.23374321661	1084.28591576468	1680.32386737592	1307.71193387803	1262.78633471969
ENSG00000233457.1	0	0	0	0	0	0	0	0
ENSG00000222452.1	0	0	0	0	0	0	0	0
ENSG00000233947.1	0	0	0	0	0	0	0	0
ENSG00000228781.1	0	0.969935982703841	0	0	0	0	0	0
ENSG00000234819.1	0	1.93987196540768	3.5137229670513	0	0	5.58247132018579	8.99801789365615	0
ENSG00000289440.1	59.6260448930951	60.1360309276381	48.0208805497011	50.4938079817816	37.6488165196071	24.1907090541384	10.4976875425988	25.9090862609749
ENSG00000148019.14	516.759055740158	548.983766210374	428.674201980259	428.702330511988	952.096737762508	721.999624077363	566.875127300338	380.750919835196
ENSG00000135069.14	248.099175302304	209.50617226403	229.563233847352	94.057093299397	1914.23315993025	679.200677289272	319.429635224793	455.098732584081
ENSG00000270627.1	0	0	0	0	0	0	0	0
ENSG00000237257.1	0	0	0	0	0	0	0	0
ENSG00000226234.2	0.685356837851668	0	0	0	0	0	0	2.25296402269347
ENSG00000260995.3	0	0	0	0	0	0	0	0
ENSG00000186940.6	0	0.969935982703841	1.1712409890171	0	0	0	0	0
ENSG00000233086.8	1.37071367570334	0	0	0	0	3.72164754679053	5.99867859577077	0
ENSG00000106829.21	653.14506647264	364.695929496644	721.484449234534	618.796666443401	114.619730293026	661.522851442017	365.919394342017	456.225214595427
ENSG00000270691.2	0	0	0	0	0	0	0	0
ENSG00000238002.3	0	0	0	0	0	0.930411886697632	0	0
ENSG00000232494.2	0	0	0	0	0	0	0	0
ENSG00000260564.2	0	0	0	0	0	0	0	0
ENSG00000279715.1	0	0	0	0	0	0	0	0
ENSG00000280366.1	0	0	0	0	0	0	0	0
ENSG00000230945.1	0	0	0	0	0.83664036710238	0	1.49966964894269	0
ENSG00000236521.1	0	0	0	0	0	0	0	0
ENSG00000232981.1	0	0	0	0	0	0	0	0
ENSG00000225901.1	0	0	0	0	0	0	0	0
ENSG00000234637.1	0	0	0	0	0	0	0	0
ENSG00000226798.1	0	0	0	0	0	0	0	12.3913021248141
ENSG00000228375.1	0	0	0	0	0	0	0	0
ENSG00000237072.1	0	0	0	0	0	0	0	0
ENSG00000196781.16	1425.54222273147	1479.15237362336	1409.00290978757	980.173919646348	1245.75750661544	908.082001416889	1442.68220228287	1944.30795158446
ENSG00000233926.2	5.48285470281334	40.7373112735613	25.7673017583762	6.9305226641661	5.01984220261428	4.65205943348816	4.49900894682808	3.3794460340402
ENSG00000207206.1	0	0	0	0	0	0	0	0
ENSG00000252167.1	0	0	0	0	0	0	0	0
ENSG00000200969.1	0	0	0	0	0	0	0	0
ENSG00000291172.1	0	0	0	0	0	0	0	0
ENSG00000240632.7	0	0	0	0	0	0	0	0
ENSG00000230846.1	0	0	0	0	0	0	0	0
ENSG00000189357.9	0	0	0	0	0	0	0	0
ENSG00000267559.5	0	0	0	0	0	0	0	0
ENSG00000186788.14	0	0	0	0	0	0	0	0
ENSG00000237770.2	0	0	0	0	0	0	0	0
ENSG00000290551.1	0	1.93987196540768	0	1.98014933261888	0	5.58247132018579	0	0
ENSG00000214929.4	0	0	0	0	0	0	0	0
ENSG00000231649.3	0	0	0	0	0	0	0	0
ENSG00000230360.1	0.685356837851668	0	4.6849639560684	0	0.83664036710238	0	2.99933929788538	2.25296402269347
ENSG00000235377.1	0	0	0	0	0	0	0	0
ENSG00000225085.1	0	0	0	0	0	0	0	0
ENSG00000228046.2	0	0	2.3424819780342	0	0	0	0	0
ENSG00000228430.10	0	0	0	0	0	0	0	0
ENSG00000228123.4	0	0	0	0.990074666309442	0	0	0	0
ENSG00000232749.2	0	0	0	0	0	0	0	0
ENSG00000278988.1	0	0	0	0	0	0	0	0
ENSG00000286612.1	0	0	0	0	0	0	0	0
ENSG00000233309.1	0.685356837851668	36.8575673427459	0	7.92059733047554	0	0	2.99933929788538	4.50592804538694
ENSG00000165105.10	861.493545179547	1850.63785499893	556.339469783123	898.987797008974	8.3664036710238	131.188076024366	1004.7786647916	1824.90085838171
ENSG00000286451.1	119.937446624042	240.544123710552	85.5005921982484	134.650154618084	0	9.30411886697632	238.447474181888	428.063164311759
ENSG00000251776.1	0	0	0	0	0	0	0	0
ENSG00000273806.1	0	0	0	0	0	0	0	0
ENSG00000229109.2	7.53892521636835	10.6692958097422	3.5137229670513	8.91067199678498	4.1832018355119	4.65205943348816	0	12.3913021248141
ENSG00000172159.16	270.030594113557	158.099565180726	402.906900221883	249.498815909979	642.539801934628	351.695693171705	86.9808396386762	93.498006941779
ENSG00000237529.2	12.33642308133	9.69935982703841	4.6849639560684	4.95037333154721	7.52976330392142	1.86082377339526	4.49900894682808	4.50592804538694
ENSG00000251752.1	0	0	0	1.98014933261888	0	0.930411886697632	0	0
ENSG00000199483.1	0	0	0	0	0	0	0	0
ENSG00000148057.16	106.91566670486	161.979309111541	169.82994340748	107.918138627729	52.7083431274499	109.788602630321	106.476545074931	117.15412918006
ENSG00000135018.14	2034.8244515816	2253.16128782102	2371.76300275963	2192.0253112091	2959.19697844112	2760.53206783187	3957.62820355977	2989.68325811423
ENSG00000254473.2	25.3582030005117	48.496799135192	58.5620494508551	36.6327626534494	35.1388954183	29.7731803743242	43.4904198193381	39.4268703971357
